Año;Hora_24;Mes;Dia;Mes resumido;dia resumido;Fecha Dia;Semana2;Delito;Total General Año Anterior;Estación Final;CAI Final;Cuadrante Final;Genero Final;Zona Final;Clase Sitio Final;Arma Final;Modalidad Final;Causa Lesion Final;Barrio Hecho Final;Grupo Edad Ley Final
2025;11;Junio;Domingo;Jun;Dom;29;27;Homicidio en AT;1;E-Coconuco;Pendiente Por Asignar;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;No Reportada;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;17;Septiembre;Martes;Sep;Mar;30;40;Homicidio en AT;1;E-Norte;CAI 2;Z. Atención 3 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Morinda;Adolescencia (12 a 17 años) 
2025;13;Mayo;Sábado;May;Sáb;3;18;Homicidio en AT;1;E-Coconuco;Pendiente Por Asignar;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;19;Agosto;Jueves;Ago;Jue;13;33;Homicidio en AT;0;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;23;Agosto;Jueves;Ago;Jue;13;33;Homicidio en AT;0;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;5;Mayo;Martes;May;Mar;27;22;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;0;Diciembre;Jueves;Dic;Jue;11;50;Homicidio en AT;1;E-Sur;CAI 7;Z. Atención 9 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;0;Junio;Sábado;Jun;Sáb;14;24;Homicidio en AT;1;E-Norte;CAI 2;Z. Atención 8 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Vda Gonzales;Adolescencia (12 a 17 años) 
2025;1;Noviembre;Sábado;Nov;Sáb;1;44;Homicidio en AT;1;E-Norte;CAI 3;Z. Atención 10 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;3;Noviembre;Sábado;Nov;Sáb;29;48;Homicidio en AT;1;E-Norte;CAI 1;Z. Atención 1 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;1;Junio;Domingo;Jun;Dom;15;25;Homicidio en AT;1;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Torremolinos;Adolescencia (12 a 17 años) 
2025;1;Julio;Domingo;Jul;Dom;6;28;Homicidio en AT;1;E-Timbio;No Reportado;E-Timbio;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Accidente Transito Vehiculo;No Reportado;Vda La Honda;Adolescencia (12 a 17 años) 
2025;1;Julio;Domingo;Jul;Dom;6;28;Homicidio en AT;1;E-Timbio;No Reportado;E-Timbio;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Accidente Transito Vehiculo;No Reportado;Vda La Honda;Infancia (0 a 11 años)
2025;3;Febrero;Domingo;Feb;Dom;9;7;Homicidio en AT;1;E-Timbio;Pendiente Por Asignar;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Vda Mi Bohio;Adolescencia (12 a 17 años) 
2025;3;Febrero;Domingo;Feb;Dom;16;8;Homicidio en AT;1;E-Sur;CAI 6;Z. Atención 8 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;3;Abril;Domingo;Abr;Dom;6;15;Homicidio en AT;1;E-Norte;CAI 3;Z. Atención 11 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Ciudad Jardin;Infancia (0 a 11 años)
2025;3;Octubre;Domingo;Oct;Dom;26;44;Homicidio en AT;1;E-Sur;CAI 6;Z. Atención 8 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;6;Abril;Lunes;Abr;Lun;21;17;Homicidio en AT;1;E-Sur;CAI 6;Z. Atención 7 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;10;Diciembre;Lunes;Dic;Lun;8;50;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;10;Abril;Martes;Abr;Mar;22;17;Homicidio en AT;1;E-Sur;CAI 6;Z. Atención 8 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Vda El Tunel;Adolescencia (12 a 17 años) 
2026;20;Marzo;Martes;Mar;Mar;31;14;Homicidio en AT;0;E-Sur;CAI 6;Z. Atención 8 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;0;Enero;Lunes;Ene;Lun;20;4;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Vda Las Chozas;Adolescencia (12 a 17 años) 
2025;2;Agosto;Lunes;Ago;Lun;11;33;Homicidio en AT;1;E-Sur;CAI 7;Z. Atención 9 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Chapinero;Adolescencia (12 a 17 años) 
2025;3;Diciembre;Lunes;Dic;Lun;1;49;Homicidio en AT;1;E-Norte;CAI 4;Z. Atención 17 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;5;Diciembre;Lunes;Dic;Lun;8;50;Homicidio en AT;1;E-Sur;CAI 10;Z. Atención 23 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;19;Noviembre;Domingo;Nov;Dom;30;49;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;22;Enero;Domingo;Ene;Dom;19;4;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Lomas De Granada 2;Adolescencia (12 a 17 años) 
2026;16;Abril;Viernes;Abr;Vie;10;15;Homicidio en AT;0;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;20;Agosto;Sábado;Ago;Sáb;2;31;Homicidio en AT;1;E-Sur;CAI 6;Z. Atención 5 Sur;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;El Dean;Adolescencia (12 a 17 años) 
2025;18;Marzo;Miércoles;Mar;Mié;26;13;Homicidio en AT;1;E-Norte;CAI 4;Z. Atención 16 Norte;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Valencia;Infancia (0 a 11 años)
2025;18;Octubre;Jueves;Oct;Jue;2;40;Homicidio en AT;1;E-Norte;CAI 4;Z. Atención 16 Norte;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;19;Octubre;Viernes;Oct;Vie;31;44;Homicidio en AT;1;E-Norte;CAI 3;Z. Atención 9 Norte;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;6;Junio;Sábado;Jun;Sáb;21;25;Homicidio en AT;1;E-Sur;CAI 9;Z. Atención 20 Sur;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;La Sombrilla;Infancia (0 a 11 años)
2025;11;Septiembre;Domingo;Sep;Dom;7;37;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;11;Septiembre;Domingo;Sep;Dom;7;37;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;17;Marzo;Martes;Mar;Mar;31;14;Homicidio en AT;0;E-Sur;CAI 10;Z. Atención 23 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;6;Noviembre;Martes;Nov;Mar;18;47;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;6;Noviembre;Martes;Nov;Mar;18;47;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;1;Enero;Lunes;Ene;Lun;13;3;Homicidio en AT;1;E-Timbio;Pendiente Por Asignar;Pendiente Por Asignar;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;No Reportado;Adolescencia (12 a 17 años) 
2025;2;Agosto;Lunes;Ago;Lun;11;33;Homicidio en AT;1;E-Sur;CAI 7;Z. Atención 9 Sur;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Chapinero;Adolescencia (12 a 17 años) 
2025;5;Mayo;Martes;May;Mar;27;22;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;0;Noviembre;Miércoles;Nov;Mié;19;47;Homicidio en AT;1;E-Coconuco;Pendiente Por Asignar;Pendiente Por Asignar;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;5;Febrero;Viernes;Feb;Vie;21;8;Homicidio en AT;1;E-Norte;CAI 2;Z. Atención 6 Norte;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;La Aldea;Adolescencia (12 a 17 años) 
2025;3;Abril;Domingo;Abr;Dom;6;15;Homicidio en AT;1;E-Norte;CAI 3;Z. Atención 11 Norte;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Ciudad Jardin;Infancia (0 a 11 años)
2025;6;Abril;Lunes;Abr;Lun;21;17;Homicidio en AT;1;E-Sur;CAI 6;Z. Atención 7 Sur;Femenino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;14;Septiembre;Miércoles;Sep;Mié;24;39;Homicidio en AT;1;E-Norte;CAI 3;Z. Atención 11 Norte;Masculino;Urbano;Establecimiento De Salud;No Reportado;Transporte;No Reportado;Ciudad Jardin;Adolescencia (12 a 17 años) 
2026;14;Enero;Lunes;Ene;Lun;26;5;Homicidio en AT;0;E-Norte;CAI 2;Z. Atención 8 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;6;Enero;Domingo;Ene;Dom;18;4;Homicidio en AT;0;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;7;Julio;Domingo;Jul;Dom;12;29;Homicidio en AT;0;E-Sur;CAI 9;Z. Atención 20 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2026;8;Julio;Domingo;Jul;Dom;26;31;Homicidio en AT;0;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2026;6;Enero;Sábado;Ene;Sáb;31;5;Homicidio en AT;0;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;7;Junio;Sábado;Jun;Sáb;13;24;Homicidio en AT;0;E-Sur;CAI 6;Z. Atención 8 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2026;7;Marzo;Jueves;Mar;Jue;26;13;Homicidio en AT;0;E-Norte;CAI 2;Z. Atención 7 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;10;Enero;Jueves;Ene;Jue;1;1;Homicidio en AT;0;E-Timbio;Pendiente Por Asignar;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;7;Febrero;Miércoles;Feb;Mié;4;6;Homicidio en AT;0;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;11;Agosto;Miércoles;Ago;Mié;12;33;Homicidio en AT;0;E-Coconuco;Pendiente Por Asignar;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;0;Mayo;Domingo;May;Dom;10;20;Homicidio en AT;0;E-Coconuco;S-Purace;Z. Atención 1 S-Purace;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2026;4;Mayo;Domingo;May;Dom;24;22;Homicidio en AT;0;E-Norte;CAI 2;Z. Atención 5 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;4;Mayo;Domingo;May;Dom;24;22;Homicidio en AT;0;E-Norte;CAI 2;Z. Atención 5 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;4;Mayo;Domingo;May;Dom;24;22;Homicidio en AT;0;E-Norte;CAI 2;Z. Atención 5 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;4;Mayo;Domingo;May;Dom;24;22;Homicidio en AT;0;E-Norte;CAI 2;Z. Atención 5 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;5;Abril;Domingo;Abr;Dom;12;16;Homicidio en AT;0;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2026;5;Abril;Domingo;Abr;Dom;12;16;Homicidio en AT;0;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;5;Abril;Domingo;Abr;Dom;12;16;Homicidio en AT;0;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;1;Julio;Sábado;Jul;Sáb;11;28;Homicidio en AT;0;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;1;Julio;Sábado;Jul;Sáb;11;28;Homicidio en AT;0;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2026;2;Enero;Sábado;Ene;Sáb;31;5;Homicidio en AT;0;E-Norte;CAI 4;Z. Atención 16 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2026;3;Julio;Sábado;Jul;Sáb;11;28;Homicidio en AT;0;E-Norte;CAI 2;Z. Atención 6 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;3;Julio;Sábado;Jul;Sáb;18;29;Homicidio en AT;0;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;0;Enero;Viernes;Ene;Vie;2;1;Homicidio en AT;0;E-Timbio;Pendiente Por Asignar;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;3;Marzo;Viernes;Mar;Vie;13;11;Homicidio en AT;0;E-Sur;CAI 6;Z. Atención 8 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2026;0;Febrero;Miércoles;Feb;Mié;11;7;Homicidio en AT;0;E-Norte;CAI 3;Z. Atención 10 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2026;3;Abril;Jueves;Abr;Jue;2;14;Homicidio en AT;0;E-Norte;CAI 4;Z. Atención 17 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;20;Noviembre;Domingo;Nov;Dom;9;46;Homicidio en AT;1;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Establecimiento De Salud;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;21;Abril;Domingo;Abr;Dom;20;17;Homicidio en AT;1;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Establecimiento De Salud;No Reportado;Transporte;No Reportado;Pomona;Adolescencia (12 a 17 años) 
2025;1;Julio;Lunes;Jul;Lun;14;29;Homicidio en AT;1;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Establecimiento De Salud;No Reportado;Transporte;No Reportado;Pomona;Infancia (0 a 11 años)
2025;18;Enero;Domingo;Ene;Dom;19;4;Homicidio en AT;1;E-Sur;CAI 7;Z. Atención 12 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Asentamiento Munich;Adolescencia (12 a 17 años) 
2025;19;Enero;Domingo;Ene;Dom;5;2;Homicidio en AT;1;E-Sur;CAI 7;Z. Atención 10 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Asentamiento Quebrada Pubus;Adolescencia (12 a 17 años) 
2025;21;Marzo;Domingo;Mar;Dom;23;13;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;22;Julio;Domingo;Jul;Dom;13;29;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;22;Noviembre;Domingo;Nov;Dom;2;45;Homicidio en AT;1;E-Coconuco;Pendiente Por Asignar;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;19;Octubre;Sábado;Oct;Sáb;18;42;Homicidio en AT;1;E-Sur;CAI 7;Z. Atención 9 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;19;Octubre;Sábado;Oct;Sáb;18;42;Homicidio en AT;1;E-Sur;CAI 7;Z. Atención 9 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;20;Noviembre;Sábado;Nov;Sáb;8;45;Homicidio en AT;1;E-Sur;CAI 6;Z. Atención 5 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;21;Octubre;Sábado;Oct;Sáb;18;42;Homicidio en AT;1;E-Sur;CAI 6;Z. Atención 8 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;22;Mayo;Sábado;May;Sáb;10;19;Homicidio en AT;1;E-Timbio;Pendiente Por Asignar;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;No Reportada;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;23;Marzo;Sábado;Mar;Sáb;15;11;Homicidio en AT;1;E-Norte;CAI 2;Z. Atención 6 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;La Aldea;Adolescencia (12 a 17 años) 
2025;23;Julio;Sábado;Jul;Sáb;19;29;Homicidio en AT;1;E-Norte;CAI 2;Z. Atención 3 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Morinda;Adolescencia (12 a 17 años) 
2025;21;Mayo;Viernes;May;Vie;16;20;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;18;Marzo;Miércoles;Mar;Mié;26;13;Homicidio en AT;1;E-Norte;CAI 4;Z. Atención 16 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Valencia;Adolescencia (12 a 17 años) 
2025;18;Agosto;Miércoles;Ago;Mié;27;35;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;19;Julio;Miércoles;Jul;Mié;16;29;Homicidio en AT;1;E-Sur;CAI 6;Z. Atención 8 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;La Ladera;Adolescencia (12 a 17 años) 
2025;22;Julio;Miércoles;Jul;Mié;2;27;Homicidio en AT;1;E-Norte;CAI 2;Z. Atención 5 Norte;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2025;22;Octubre;Miércoles;Oct;Mié;29;44;Homicidio en AT;1;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;21;Octubre;Miércoles;Oct;Mié;1;40;Homicidio en AT;1;E-Norte;No Reportado;E-Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Accidente Transito Vehiculo;Colision Vehiculo;Vda La Cabuyera;Infancia (0 a 11 años)
2025;21;Noviembre;Martes;Nov;Mar;18;47;Homicidio en AT;1;E-Sur;CAI 9;Z. Atención 20 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2025;21;Junio;Lunes;Jun;Lun;30;27;Homicidio en AT;1;E-Sur;CAI 10;Z. Atención 23 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Transporte;No Reportado;Lomas De Granada;Infancia (0 a 11 años)
2025;12;Junio;Sábado;Jun;Sáb;21;25;Homicidio en AT;1;E-Norte;No Reportado;E-Norte;Masculino;Rural;Carretera;Sin Empleo de Armas;Accidente Transito Moto;Colision Vehiculo;Vda Rio Blanco Norte;Infancia (0 a 11 años)
2025;15;Enero;Lunes;Ene;Lun;13;3;Homicidio en AT;1;E-Norte;CAI 2;Z. Atención 6 Norte;Masculino;Rural;Carretera;Sin Empleo de Armas;Accidente Transito Peaton;Atropello Vehiculo;Vda Rio Blanco Norte;Adolescencia (12 a 17 años) 
2025;7;Octubre;Domingo;Oct;Dom;5;41;Homicidio en AT;1;E-Timbio;No Reportado;E-Timbio;Masculino;Rural;Carretera;Vehiculo;Accidente Transito Moto;Colision Vehiculo;Vda El Encenillo;Infancia (0 a 11 años)
2025;7;Octubre;Domingo;Oct;Dom;5;41;Homicidio en AT;1;E-Timbio;No Reportado;E-Timbio;Masculino;Rural;Carretera;Vehiculo;Accidente Transito Moto;Colision Vehiculo;Vda El Encenillo;Infancia (0 a 11 años)
2025;6;Diciembre;Viernes;Dic;Vie;5;49;Homicidio en AT;1;E-Sotara;No Reportado;E-Sotara;Masculino;Rural;Carretera;Sin Empleo de Armas;Accidente Transito Vehiculo;Colision Vehiculo;Vda La Rivera;Infancia (0 a 11 años)
2025;6;Agosto;Martes;Ago;Mar;5;32;Homicidio en AT;1;E-Norte;No Reportado;E-Norte;Masculino;Rural;Carretera;Sin Empleo de Armas;Accidente Transito Moto;No Reportado;Vda Bajo Palace;Adolescencia (12 a 17 años) 
2025;4;Noviembre;Sábado;Nov;Sáb;29;48;Homicidio en AT;1;E-Norte;CAI 2;Z. Atención 6 Norte;Masculino;Rural;Carretera;Sin Empleo de Armas;Accidente Transito Vehiculo;Por Establecer;Parque Industrial;Infancia (0 a 11 años)
2025;4;Noviembre;Sábado;Nov;Sáb;29;48;Homicidio en AT;1;E-Norte;CAI 2;Z. Atención 6 Norte;Masculino;Rural;Carretera;Sin Empleo de Armas;Accidente Transito Vehiculo;Por Establecer;Parque Industrial;Infancia (0 a 11 años)
2025;4;Noviembre;Sábado;Nov;Sáb;29;48;Homicidio en AT;1;E-Norte;CAI 2;Z. Atención 6 Norte;Femenino;Rural;Carretera;Sin Empleo de Armas;Accidente Transito Vehiculo;Por Establecer;Parque Industrial;Infancia (0 a 11 años)
2025;3;Septiembre;Lunes;Sep;Lun;15;38;Homicidio en AT;1;E-Norte;CAI 2;Z. Atención 5 Norte;Masculino;Urbano;Carretera;Sin Empleo de Armas;Accidente Transito Moto;Colision Contra Anden;San Bernardino;Infancia (0 a 11 años)
