Año;Hora_24;Mes;Dia;Mes resumido;dia resumido;Fecha Dia;Semana2;Delito;Total General Año Anterior;Estación Final;CAI Final;Cuadrante Final;Genero Final;Zona Final;Clase Sitio Final;Arma Final;Modalidad Final;Causa Lesion Final;Barrio Hecho Final;Grupo Edad Ley Final
2026;20;Julio;Sábado;Jul;Sáb;11;28;H. Personas;0;E-Sur;CAI 8;Z. Atención 19 Sur;Femenino;Urbano;Vias Publicas;Arma Blanca;Atraco;No Reportado;Camilo Torres;Infancia (0 a 11 años)
2026;20;Julio;Sábado;Jul;Sáb;25;30;H. Personas;0;E-Norte;CAI 4;Z. Atención 18 Norte;Femenino;Urbano;Vias Publicas;Arma Blanca;Atraco;No Reportado;Santa Ines;Infancia (0 a 11 años)
2026;19;Julio;Sábado;Jul;Sáb;4;27;H. Personas;0;E-Sur;CAI 9;Z. Atención 21 Sur;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Maria Occidente;Infancia (0 a 11 años)
2026;19;Julio;Sábado;Jul;Sáb;11;28;H. Personas;0;E-Norte;CAI 2;Z. Atención 6 Norte;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Rompimiento De Vidrio;No Reportado;Bello Horizonte;Adolescencia (12 a 17 años) 
2026;20;Mayo;Sábado;May;Sáb;16;20;H. Personas;0;E-Sur;CAI 6;Z. Atención 8 Sur;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;La Ladera;Infancia (0 a 11 años)
2026;20;Agosto;Sábado;Ago;Sáb;8;32;H. Personas;0;E-Sur;CAI 6;Pendiente Por Asignar;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Cosquilleo;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;21;Junio;Sábado;Jun;Sáb;6;23;H. Personas;0;E-Sur;CAI 6;Z. Atención 5 Sur;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;Limonar;Infancia (0 a 11 años)
2026;21;Julio;Sábado;Jul;Sáb;11;28;H. Personas;0;E-Sur;CAI 9;Z. Atención 20 Sur;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;San Jose;Infancia (0 a 11 años)
2026;22;Junio;Sábado;Jun;Sáb;20;25;H. Personas;0;E-Sur;CAI 9;Z. Atención 21 Sur;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;Los Naranjos;Adolescencia (12 a 17 años) 
2026;22;Junio;Sábado;Jun;Sáb;20;25;H. Personas;0;E-Norte;CAI 4;Z. Atención 15 Norte;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Rompimiento De Vidrio;No Reportado;Centro;Adolescencia (12 a 17 años) 
2026;22;Julio;Sábado;Jul;Sáb;18;29;H. Personas;0;E-Norte;CAI 2;Z. Atención 7 Norte;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;Villa Del Norte;Infancia (0 a 11 años)
2026;22;Agosto;Sábado;Ago;Sáb;8;32;H. Personas;0;E-Sur;CAI 6;Pendiente Por Asignar;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2026;23;Julio;Sábado;Jul;Sáb;25;30;H. Personas;0;E-Norte;CAI 4;Z. Atención 15 Norte;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Cadillal;Infancia (0 a 11 años)
2026;18;Mayo;Domingo;May;Dom;24;22;H. Personas;0;E-Sur;CAI 6;Z. Atención 4 Sur;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;Alfonso Lopez;Adolescencia (12 a 17 años) 
2026;20;Junio;Domingo;Jun;Dom;28;27;H. Personas;0;E-Coconuco;No Reportado;E-Coconuco;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;No Reportada;No Reportado;Vda Alto Calaguala;Adolescencia (12 a 17 años) 
2026;21;Agosto;Domingo;Ago;Dom;2;32;H. Personas;0;E-Sur;CAI 8;Z. Atención 16 Sur;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;La Esmeralda;Infancia (0 a 11 años)
2026;23;Junio;Domingo;Jun;Dom;28;27;H. Personas;0;E-Norte;CAI 4;Z. Atención 16 Norte;Femenino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;Urb Argentina;Adolescencia (12 a 17 años) 
2026;1;Junio;Lunes;Jun;Lun;15;25;H. Personas;0;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Bahia;Sin Empleo de Armas;Cosquilleo;No Reportado;Bolivar;Adolescencia (12 a 17 años) 
2026;3;Mayo;Lunes;May;Lun;11;20;H. Personas;0;E-Sur;CAI 6;Z. Atención 7 Sur;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Vda Tunel Bajo;Adolescencia (12 a 17 años) 
2026;1;Julio;Lunes;Jul;Lun;6;28;H. Personas;0;E-Sur;CAI 8;Z. Atención 16 Sur;Masculino;Urbano;Frente A Almacen - Via Publica;Arma Blanca;Atraco;No Reportado;La Esmeralda;Infancia (0 a 11 años)
2026;1;Agosto;Lunes;Ago;Lun;10;33;H. Personas;0;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;Arma Blanca;Atraco;No Reportado;Barrio Pendiente Por Asignar;Adolescencia (12 a 17 años) 
2026;2;Junio;Lunes;Jun;Lun;15;25;H. Personas;0;E-Norte;CAI 2;Z. Atención 6 Norte;Masculino;Urbano;Carretera;Arma Blanca;Atraco;No Reportado;El Placer;Infancia (0 a 11 años)
2026;3;Junio;Lunes;Jun;Lun;8;24;H. Personas;0;E-Norte;CAI 3;Z. Atención 11 Norte;Masculino;Urbano;Terminal De Transportes;Arma Blanca;Atraco;No Reportado;Vda Pomona;Infancia (0 a 11 años)
2026;4;Mayo;Lunes;May;Lun;11;20;H. Personas;0;E-Sur;CAI 6;Z. Atención 4 Sur;Masculino;Urbano;Vias Publicas;Arma Blanca;Atraco;No Reportado;Alfonso Lopez;Adolescencia (12 a 17 años) 
2026;4;Julio;Lunes;Jul;Lun;27;31;H. Personas;0;E-Norte;CAI 3;Z. Atención 11 Norte;Masculino;Urbano;Vias Publicas;Arma Blanca;Atraco;No Reportado;Pomona;Adolescencia (12 a 17 años) 
2026;5;Mayo;Lunes;May;Lun;25;22;H. Personas;0;E-Sur;CAI 7;Z. Atención 12 Sur;Masculino;Urbano;Carretera;Arma de Fuego;Atraco;No Reportado;Variante Sur;Adolescencia (12 a 17 años) 
2026;5;Junio;Lunes;Jun;Lun;15;25;H. Personas;0;E-Sur;CAI 8;Z. Atención 16 Sur;Masculino;Urbano;Vias Publicas;Arma de Fuego;Atraco;No Reportado;La Esmeralda;Infancia (0 a 11 años)
2026;5;Junio;Lunes;Jun;Lun;8;24;H. Personas;0;E-Norte;No Reportado;E-Norte;Masculino;Urbano;Vias Publicas;Contundentes;Atraco;No Reportado;Via Popayancoconuco;Adolescencia (12 a 17 años) 
2026;0;Julio;Lunes;Jul;Lun;27;31;H. Personas;0;E-Sur;CAI 9;Z. Atención 20 Sur;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;La Sombrilla;Infancia (0 a 11 años)
2026;3;Mayo;Lunes;May;Lun;18;21;H. Personas;0;E-Sur;CAI 8;Z. Atención 17 Sur;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Pandiguando;Infancia (0 a 11 años)
2026;3;Julio;Lunes;Jul;Lun;13;29;H. Personas;0;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;Santa Clara;Infancia (0 a 11 años)
2026;5;Julio;Lunes;Jul;Lun;20;30;H. Personas;0;E-Norte;CAI 4;Z. Atención 13 Norte;Masculino;Urbano;Parques;Sin Empleo de Armas;Cosquilleo;No Reportado;Santa Ines;Infancia (0 a 11 años)
2026;2;Agosto;Martes;Ago;Mar;11;33;H. Personas;0;E-Sur;CAI 6;Pendiente Por Asignar;Masculino;Urbano;Vias Publicas;Arma Blanca;Atraco;No Reportado;Barrio Pendiente Por Asignar;Infancia (0 a 11 años)
2026;0;Junio;Martes;Jun;Mar;16;25;H. Personas;0;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Engaño;No Reportado;Antonio Nariño;Infancia (0 a 11 años)
2026;3;Junio;Martes;Jun;Mar;16;25;H. Personas;0;E-Sur;CAI 6;Z. Atención 5 Sur;Masculino;Urbano;Vias Publicas;Arma Blanca;Atraco;No Reportado;Dean Sector Bajo;Adolescencia (12 a 17 años) 
2026;5;Mayo;Martes;May;Mar;12;20;H. Personas;0;E-Norte;CAI 3;Z. Atención 9 Norte;Masculino;Urbano;Frente A Residencias - Via Publica;Arma Blanca;Atraco;No Reportado;Vda Pisoje;Adolescencia (12 a 17 años) 
2026;3;Julio;Martes;Jul;Mar;7;28;H. Personas;0;E-Sur;CAI 7;Z. Atención 12 Sur;Masculino;Urbano;Frente A Residencias - Via Publica;Arma de Fuego;Atraco;No Reportado;Nuevo Amanecer;Adolescencia (12 a 17 años) 
2026;5;Julio;Martes;Jul;Mar;14;29;H. Personas;0;E-Sur;CAI 10;Z. Atención 23 Sur;Masculino;Urbano;Vias Publicas;Arma de Fuego;Atraco;No Reportado;Lomas De Granada;Adolescencia (12 a 17 años) 
2026;2;Julio;Martes;Jul;Mar;21;30;H. Personas;0;E-Norte;CAI 4;Z. Atención 13 Norte;Masculino;Urbano;Vias Publicas;Escopolamina;Atraco;No Reportado;Liceo;Infancia (0 a 11 años)
2026;0;Julio;Martes;Jul;Mar;28;31;H. Personas;0;E-Sur;CAI 10;Z. Atención 23 Sur;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Lomas De Granada;Adolescencia (12 a 17 años) 
2026;1;Julio;Martes;Jul;Mar;7;28;H. Personas;0;E-Norte;CAI 4;Z. Atención 15 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;Centro;Adolescencia (12 a 17 años) 
2026;9;Febrero;Miércoles;Feb;Mié;18;8;H. Personas;0;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Graneros;Contundentes;Violacion De Cerradura;No Reportado;Bolivar;Infancia (0 a 11 años)
2026;6;Febrero;Miércoles;Feb;Mié;4;6;H. Personas;0;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Almacenes;Sin Empleo de Armas;Cosquilleo;No Reportado;Parque Bolivarplanchon;Infancia (0 a 11 años)
2026;6;Julio;Jueves;Jul;Jue;2;27;H. Personas;0;E-Norte;CAI 4;Z. Atención 17 Norte;Masculino;Urbano;Lugar De Trabajo;Arma Blanca;Atraco;No Reportado;San Camilo;Infancia (0 a 11 años)
2026;10;Abril;Jueves;Abr;Jue;23;17;H. Personas;0;E-Norte;CAI 2;Z. Atención 4 Norte;Masculino;Urbano;Centro Comercial;Contundentes;Violacion De Cerradura;No Reportado;Bello Horizonte;Adolescencia (12 a 17 años) 
2026;11;Febrero;Jueves;Feb;Jue;19;8;H. Personas;0;E-Norte;CAI 4;Z. Atención 17 Norte;Masculino;Urbano;Otro;Contundentes;Violacion De Cerradura;No Reportado;El Empedrado;Adolescencia (12 a 17 años) 
2026;6;Enero;Jueves;Ene;Jue;15;3;H. Personas;0;E-Sur;CAI 10;Z. Atención 22 Sur;Masculino;Urbano;Supermercados;Sin Empleo de Armas;Raponazo;No Reportado;Parque Las Garzas;Adolescencia (12 a 17 años) 
2026;10;Febrero;Jueves;Feb;Jue;19;8;H. Personas;0;E-Sur;CAI 7;Z. Atención 12 Sur;Masculino;Urbano;Gimnasio;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Vereda De Torres;Infancia (0 a 11 años)
2026;10;Abril;Jueves;Abr;Jue;23;17;H. Personas;0;E-Norte;CAI 2;Z. Atención 4 Norte;Masculino;Urbano;Centro Comercial;Sin Empleo de Armas;Violacion De Cerradura;No Reportado;Bello Horizonte;Adolescencia (12 a 17 años) 
2026;11;Marzo;Jueves;Mar;Jue;19;12;H. Personas;0;E-Norte;CAI 4;Z. Atención 14 Norte;Masculino;Urbano;Centro Comercial;Sin Empleo de Armas;Cosquilleo;No Reportado;El Empedrado;Infancia (0 a 11 años)
2026;8;Febrero;Viernes;Feb;Vie;20;8;H. Personas;0;E-Sur;CAI 8;Z. Atención 16 Sur;Masculino;Urbano;Almacenes;Contundentes;Violacion De Cerradura;No Reportado;La Esmeralda;Adolescencia (12 a 17 años) 
2026;10;Marzo;Viernes;Mar;Vie;6;10;H. Personas;0;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Almacenes;Contundentes;Violacion De Cerradura;No Reportado;Bolivar;Adolescencia (12 a 17 años) 
2026;7;Abril;Viernes;Abr;Vie;10;15;H. Personas;0;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Baños;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Campamento;Adolescencia (12 a 17 años) 
2026;10;Febrero;Viernes;Feb;Vie;27;9;H. Personas;0;E-Sur;CAI 8;Z. Atención 16 Sur;Masculino;Urbano;Almacenes;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;La Esmeralda;Adolescencia (12 a 17 años) 
2026;11;Abril;Viernes;Abr;Vie;10;15;H. Personas;0;E-Sur;CAI 7;Z. Atención 13 Sur;Masculino;Urbano;Salon Comunal;Sin Empleo de Armas;Raponazo;No Reportado;Las Vegas;Adolescencia (12 a 17 años) 
2026;8;Febrero;Sábado;Feb;Sáb;28;9;H. Personas;0;E-Norte;CAI 3;Z. Atención 11 Norte;Masculino;Urbano;Casas De Habitacion;Arma Blanca;Atraco;No Reportado;Ciudad Jardin;Infancia (0 a 11 años)
2026;10;Enero;Sábado;Ene;Sáb;10;2;H. Personas;0;E-Norte;CAI 3;Z. Atención 10 Norte;Masculino;Urbano;Panaderias;Contundentes;Factor De Oportunidad;No Reportado;Yambitara;Adolescencia (12 a 17 años) 
2026;7;Febrero;Sábado;Feb;Sáb;14;7;H. Personas;0;E-Norte;CAI 3;Z. Atención 10 Norte;Masculino;Urbano;Local Comercial;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Los Hoyos;Adolescencia (12 a 17 años) 
2026;7;Febrero;Sábado;Feb;Sáb;21;8;H. Personas;0;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Plazas De Mercado;Sin Empleo de Armas;Cosquilleo;No Reportado;Bolivar;Adolescencia (12 a 17 años) 
2026;9;Abril;Domingo;Abr;Dom;19;17;H. Personas;0;E-Sur;CAI 8;Z. Atención 16 Sur;Masculino;Urbano;Casas De Habitacion;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;La Esmeralda;Infancia (0 a 11 años)
2026;8;Abril;Domingo;Abr;Dom;12;16;H. Personas;0;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Establecimiento De Comercio;Arma Blanca;Atraco;No Reportado;Bolivar;Infancia (0 a 11 años)
2026;6;Marzo;Domingo;Mar;Dom;22;13;H. Personas;0;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Bares, Cantinas Y Similares;Contundentes;Atraco;No Reportado;Santa Clara;Infancia (0 a 11 años)
2026;10;Marzo;Domingo;Mar;Dom;1;10;H. Personas;0;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Iglesia;Contundentes;Violacion De Cerradura;No Reportado;Campamento;Adolescencia (12 a 17 años) 
2026;10;Enero;Domingo;Ene;Dom;11;3;H. Personas;0;E-Norte;CAI 3;Z. Atención 9 Norte;Masculino;Urbano;Establecimiento De Comercio;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Alicante;Adolescencia (12 a 17 años) 
2026;10;Enero;Domingo;Ene;Dom;11;3;H. Personas;0;E-Timbio;Z. Atención 2 E-Timbio;Z. Atención 2 E-Timbio;Masculino;Urbano;Establecimiento Publico;Sin Empleo de Armas;Cosquilleo;No Reportado;Belen;Infancia (0 a 11 años)
2026;9;Marzo;Lunes;Mar;Lun;30;14;H. Personas;0;E-Sur;CAI 6;Z. Atención 8 Sur;Masculino;Urbano;Hospitales;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;La Ladera;Adolescencia (12 a 17 años) 
2025;8;Diciembre;Jueves;Dic;Jue;25;52;H. Personas;1;E-Norte;No Reportado;E-Norte;Masculino;Rural;Local Comercial;Sin Empleo de Armas;Cosquilleo;No Reportado;Vda La Rejoya;Infancia (0 a 11 años)
2025;10;Diciembre;Jueves;Dic;Jue;11;50;H. Personas;1;E-Norte;No Reportado;E-Norte;Masculino;Rural;Carceles;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Carcel San Isidro;Infancia (0 a 11 años)
2025;6;Octubre;Sábado;Oct;Sáb;11;41;H. Personas;1;E-Sur;CAI 9;Z. Atención 20 Sur;Masculino;Urbano;Vias Publicas;Arma de Fuego;Atraco;No Reportado;San Jose;Adolescencia (12 a 17 años) 
2025;11;Octubre;Sábado;Oct;Sáb;18;42;H. Personas;1;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Vias Publicas;Arma de Fuego;Atraco;No Reportado;Santa Clara;Infancia (0 a 11 años)
2025;8;Agosto;Sábado;Ago;Sáb;16;33;H. Personas;1;E-Norte;CAI 4;Z. Atención 17 Norte;Masculino;Urbano;Callejón;Llave Maestra;Llave Maestra;No Reportado;El Empedrado;Adolescencia (12 a 17 años) 
2025;9;Agosto;Domingo;Ago;Dom;10;33;H. Personas;1;E-Norte;CAI 4;Z. Atención 15 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Santa Teresita;Adolescencia (12 a 17 años) 
2025;7;Octubre;Domingo;Oct;Dom;19;43;H. Personas;1;E-Norte;CAI 3;Z. Atención 10 Norte;Masculino;Urbano;Callejón;Sin Empleo de Armas;Raponazo;No Reportado;Ucrania;Infancia (0 a 11 años)
2025;9;Octubre;Domingo;Oct;Dom;26;44;H. Personas;1;E-Norte;CAI 3;Z. Atención 11 Norte;Masculino;Urbano;Vias Publicas;Arma de Fuego;Atraco;No Reportado;Centro Universitario Tulcan;Infancia (0 a 11 años)
2025;9;Noviembre;Domingo;Nov;Dom;9;46;H. Personas;1;E-Norte;CAI 3;Z. Atención 11 Norte;Masculino;Urbano;Aeropuerto;Arma de Fuego;Atraco;No Reportado;Pomona;Adolescencia (12 a 17 años) 
2025;9;Junio;Domingo;Jun;Dom;22;26;H. Personas;1;E-Sur;CAI 8;Z. Atención 16 Sur;Masculino;Urbano;Frente A Almacen - Via Publica;Contundentes;Violacion De Cerradura;No Reportado;La Esmeralda;Adolescencia (12 a 17 años) 
2025;15;Septiembre;Lunes;Sep;Lun;29;40;H. Personas;1;E-Norte;CAI 4;Z. Atención 17 Norte;Masculino;Urbano;Vias Publicas;Arma Blanca;Atraco;No Reportado;El Empedrado;Infancia (0 a 11 años)
2025;13;Julio;Lunes;Jul;Lun;14;29;H. Personas;1;E-Norte;CAI 2;Z. Atención 6 Norte;Masculino;Urbano;Vias Publicas;Contundentes;Violacion De Cerradura;No Reportado;El Placer;Infancia (0 a 11 años)
2025;13;Octubre;Lunes;Oct;Lun;13;42;H. Personas;1;E-Sur;CAI 7;Z. Atención 15 Sur;Masculino;Urbano;Vias Publicas;Contundentes;Factor De Oportunidad;No Reportado;La Independencia;Infancia (0 a 11 años)
2025;16;Noviembre;Lunes;Nov;Lun;3;45;H. Personas;1;E-Sur;CAI 7;Z. Atención 15 Sur;Masculino;Urbano;Vias Publicas;No Reportado;Atraco;No Reportado;Santo Domingo Sabio;Adolescencia (12 a 17 años) 
2025;13;Mayo;Lunes;May;Lun;26;22;H. Personas;1;E-Norte;CAI 2;Z. Atención 4 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;Bello Horizonte;Adolescencia (12 a 17 años) 
2025;13;Septiembre;Lunes;Sep;Lun;15;38;H. Personas;1;E-Norte;CAI 4;Z. Atención 14 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;Centro;Adolescencia (12 a 17 años) 
2025;13;Septiembre;Lunes;Sep;Lun;29;40;H. Personas;1;E-Timbio;Z. Atención 1 E-Timbio;Z. Atención 1 E-Timbio;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Engaño;No Reportado;Panamericano;Adolescencia (12 a 17 años) 
2025;14;Julio;Lunes;Jul;Lun;7;28;H. Personas;1;E-Norte;CAI 2;Z. Atención 7 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;La Paz;Infancia (0 a 11 años)
2025;14;Septiembre;Lunes;Sep;Lun;22;39;H. Personas;1;E-Norte;No Reportado;E-Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Vda Rio Blanco Norte;Adolescencia (12 a 17 años) 
2025;14;Octubre;Lunes;Oct;Lun;27;44;H. Personas;1;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;Bolivar;Adolescencia (12 a 17 años) 
2025;15;Abril;Lunes;Abr;Lun;21;17;H. Personas;1;E-Norte;CAI 4;Z. Atención 16 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Centro;Adolescencia (12 a 17 años) 
2025;15;Mayo;Lunes;May;Lun;26;22;H. Personas;1;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Bolivar;Adolescencia (12 a 17 años) 
2025;15;Junio;Lunes;Jun;Lun;9;24;H. Personas;1;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Cosquilleo;No Reportado;Bolivar;Adolescencia (12 a 17 años) 
2025;15;Julio;Lunes;Jul;Lun;21;30;H. Personas;1;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Bello Horizonte;Infancia (0 a 11 años)
2025;16;Julio;Lunes;Jul;Lun;21;30;H. Personas;1;E-Norte;CAI 4;Z. Atención 14 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Cosquilleo;No Reportado;Centro;Adolescencia (12 a 17 años) 
2025;16;Julio;Lunes;Jul;Lun;21;30;H. Personas;1;E-Sur;CAI 5;Z. Atención 2 Sur;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Maria Oriente;Adolescencia (12 a 17 años) 
2025;17;Mayo;Lunes;May;Lun;26;22;H. Personas;1;E-Norte;CAI 3;Z. Atención 11 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Ciudad Jardin;Infancia (0 a 11 años)
2025;15;Junio;Lunes;Jun;Lun;16;25;H. Personas;1;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Bolivar;Infancia (0 a 11 años)
2025;0;Marzo;Lunes;Mar;Lun;3;10;H. Personas;1;E-Norte;CAI 4;Z. Atención 13 Norte;Masculino;Urbano;Vias Publicas;Arma Blanca;Atraco;No Reportado;La Pamba;Infancia (0 a 11 años)
2025;0;Mayo;Lunes;May;Lun;26;22;H. Personas;1;E-Norte;CAI 1;Z. Atención 2 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Pubenza Catay;Adolescencia (12 a 17 años) 
2025;0;Febrero;Lunes;Feb;Lun;3;6;H. Personas;1;E-Norte;CAI 4;Z. Atención 14 Norte;Masculino;Urbano;Vias Publicas;Arma de Fuego;Atraco;No Reportado;Centro;Adolescencia (12 a 17 años) 
2025;0;Enero;Lunes;Ene;Lun;20;4;H. Personas;1;E-Sur;No Reportado;E-Sur;Masculino;Urbano;Vias Publicas;Contundentes;Factor De Oportunidad;No Reportado;Vda Cajete;Adolescencia (12 a 17 años) 
2025;0;Febrero;Lunes;Feb;Lun;3;6;H. Personas;1;E-Norte;CAI 2;Z. Atención 3 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Raponazo;No Reportado;San Bernardino;Adolescencia (12 a 17 años) 
2025;0;Abril;Lunes;Abr;Lun;21;17;H. Personas;1;E-Norte;CAI 4;Z. Atención 14 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Centro;Adolescencia (12 a 17 años) 
2025;0;Mayo;Lunes;May;Lun;26;22;H. Personas;1;E-Norte;CAI 2;Z. Atención 3 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Canterbury;Adolescencia (12 a 17 años) 
2025;1;Febrero;Lunes;Feb;Lun;10;7;H. Personas;1;E-Sur;CAI 6;Z. Atención 4 Sur;Masculino;Urbano;Vias Publicas;Arma de Fuego;Atraco;No Reportado;Alfonso Lopez;Infancia (0 a 11 años)
2025;1;Marzo;Lunes;Mar;Lun;10;11;H. Personas;1;E-Norte;No Reportado;E-Norte;Masculino;Urbano;Vias Publicas;Arma de Fuego;Atraco;No Reportado;Variante Norte;Infancia (0 a 11 años)
2025;1;Abril;Lunes;Abr;Lun;21;17;H. Personas;1;E-Norte;CAI 4;Z. Atención 15 Norte;Masculino;Urbano;Vias Publicas;Arma de Fuego;Atraco;No Reportado;Santa Teresita;Infancia (0 a 11 años)
2025;3;Enero;Lunes;Ene;Lun;6;2;H. Personas;1;E-Sur;CAI 7;Z. Atención 10 Sur;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Factor De Oportunidad;No Reportado;Retiro Alto;Adolescencia (12 a 17 años) 
2025;4;Enero;Lunes;Ene;Lun;20;4;H. Personas;1;E-Norte;CAI 3;Z. Atención 11 Norte;Masculino;Urbano;Vias Publicas;Contundentes;Atraco;No Reportado;Moravia;Infancia (0 a 11 años)
2025;4;Abril;Lunes;Abr;Lun;7;15;H. Personas;1;E-Sur;CAI 9;Z. Atención 20 Sur;Masculino;Urbano;Interior Vehiculo Particular;Contundentes;Violacion De Cerradura;No Reportado;Nuevo Hogar;Adolescencia (12 a 17 años) 
2025;5;Marzo;Lunes;Mar;Lun;10;11;H. Personas;1;E-Sur;CAI 6;Z. Atención 4 Sur;Masculino;Urbano;Vias Publicas;Arma Blanca;Atraco;No Reportado;Alfonso Lopez;Infancia (0 a 11 años)
2025;5;Mayo;Lunes;May;Lun;12;20;H. Personas;1;E-Sur;CAI 8;Z. Atención 17 Sur;Masculino;Urbano;Vias Publicas;Arma Blanca;Atraco;No Reportado;Camilo Torres;Infancia (0 a 11 años)
2025;5;Enero;Lunes;Ene;Lun;6;2;H. Personas;1;E-Norte;CAI 1;Z. Atención 1 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Cosquilleo;No Reportado;Villa Paula;Infancia (0 a 11 años)
2025;5;Mayo;Lunes;May;Lun;26;22;H. Personas;1;E-Norte;CAI 3;Z. Atención 12 Norte;Masculino;Urbano;Vias Publicas;Sin Empleo de Armas;Halado;No Reportado;Bolivar;Infancia (0 a 11 años)
